title,link,press,datetime,content
"정부, '수출 살리기'에 23조 수혈… 5대 은행 5.4조 우대상품 공급",https://n.news.naver.com/mnews/article/417/0000942316?sid=101,머니S,2023.08.16. 오전 10:31,"[




금융위원회 전경./사진=뉴스1 정부가 수출 기업의 어려움 해소를 위해 23조원 규모의 추가 금융지원에 나선다.금융위원회는 16일 서울 중구 은행연합회관에서 김주현 금융위원장 주재로 유관기관 및 은행권과 간담회를 갖고 이같은 내용의 '수출금융 종합지원방안'을 발표했다.우선 금융위는 새로운 수출 판로 개척에 4조1000억원을 지원한다. 신용보증기금(신보)과 기술보증기금(기보)이 새로운 수출국가로 진출하는 중소기업과 중견기업에 대해 보증료를 최대 0.4%포인트 인하하는 특례보증 대출을 8000억원 공급한다.보증한도는 중소기업 최대 10억원, 중견기업 최대 20억원으로 신보와 기보 특례보증을 받는 기업에 대해 은행도 대출금리를 0.5~1.5%포인트까지 인해하 지원효과를 극대화한다.대기업과 동반해 해외진출을 추진하는 중소·중견기업 중 대기업 추천을 받은 기업에 대해서는 1조원의 특례보증 대출도 실시한다. 국내 기업의 해외투자자금 및 해외사업자금 등이 지원 대상으로 기업당 최대 200억~300억원까지 보증한도를 확대하고 은행도 0.5~1.5%포인트의 대출금리 인하를 지원한다.공급망 대외의존도를 완화하고 해외진출을 촉진하기 위해 5000억원 규모의 공급망 대응펀드도 조성한다. 펀드는 공급망 핵심품목을 담당하는 소부장기업을 지원하고 수출국에 현지 진출하거나 제3국에 생산기지 건설을 추진하는 기업에 필요한 자금을 지원한다.수출전략산업의 중장기 경쟁력을 강화하고 충분한 규모의 수출금융을 이용할 수 있도록 정책금융기관, 은행권이 협력해 대규모 자금공급에도 나선다. 앞서 8대 주력산업과 12대 신수출 동력확충에 41조의 정책금융을 지원하기로 했는데 여기에 18조7000억원 수준의 자금을 추가 공급한다.주력 산업 및 신수출 동력이 되는 분야 가운데 산업전반에 파급효과가 커 향후 수출증대 효과가 클 것으로 예상되는 반도체, 2차전지, 바이오, 원전 등 4대 분야에 산업은행을 통한 11조원의 추가 지원이 이뤄진다.설비투자, R&amp;D투자, 기업 인수합병(M&amp;A), 지식재산권(IP) 구입 및 일반운영자금 등을 광범위하게 지원할 예정으로 대출금리를 최대 1.2%포인트 인하하고 대출한도도 우대한다.8대 주력산업 또는 12대 신수출분야 영위 기업이면서 최근 1년간 수출금액이나 매출액 대비 수출비중이 일정 요건을 충족한 중소·중견기업에게 신보와 기보가 총 1조3000억원 규모의 특례보증도 실시한다.



표=금융위원회 또 기업은행은 최근 1년 간 수출실적 10만 달러 이상인 중소·중견기업에 대해 신규 시설투자 및 운영자금을 1조원 규모로 지원한다.아울러 KB국민·신한·우리·하나·NH농협 등 5대 시중은행은 각 은행별로 보증기관에 특별출연하거나 자체 여력을 활용해 수출기업에 대한 별도의 우대상품을 마련하고 총 5조4000억원을 공급하기로 했다. 은행별 상품에 따라 금리는 최대 1.5%포인트 우대되고 보증료도 최대 0.8%포인트까지 우대해 수출 기업의 비용 부담을 덜어줄 예정이다.우수 수출기업들이 수출 활동에 필요한 무역금융을 이용할 때 부담을 줄여주기 위한 방안도 마련했다. 수출기업들의 수출대금 조기 회수를 지원하기 위해 은행들이 수출환어음을 매입할 때 매입할인율이 최대 1.7%포인트 인하된다. 중간재 수입 과정에서 필요한 수입신용장 발급수수료는 최대 0.7%포인트 인하하고 만기는 최장 1년으로 확대한다. 수출기업들이 환변동 위험에 대비할 수 있도록 선물환 계약시 수수료를 최대 90%까지 인하하고 의무 납입금을 면제해 부담을 최소화해줄 방침이다. 이같은 조치들은 정부가 인정하는 약 2500여개의 중소·중견 우수 수출기업에 적용된다.김주현 금융위원장은 ""민생문제 해결을 위해서는 조속한 경기회복과 안정적인 외환시장, 성장을 통한 양질의 일자리 창출이 시급하며 그 핵심은 수출산업""이라며 ""이번에 마련한 수출금융 종합지원 방안은 총 23조원 규모의 자금을 적재적소에 공급함으로써 우리 수출을 다시 한번 도약시키는 것""이라고 설명했다.
]"
"이복현 ""은행 가계대출 현장조사 실시…소득산정 등 DSR 규제 적정성 볼 것""",https://n.news.naver.com/mnews/article/421/0006993458?sid=101,뉴스1,2023.08.16. 오후 4:32,"[
8월 중 금융감원 실태조사 돌입…50년 만기 주담대·인뱅 점검 정조준""고정금리 확대 유도해 은행도 변동금리 부담하게…현행 유지는 직무유기""



이복현 금융감독원장이 16일 서울 영등포구 금감원에서 열린 금감원·국가수사본부 자본시장 불법행위 대응 및 협력 강화를 위한 업무협약식에서 인사말을 하고 있다. 2023.8.16/뉴스1 ⓒ News1 김민지 기자(서울=뉴스1) 신병남 김형준 기자 = 금융감독원이 이달 중 은행권 가계대출 실태를 점검하기 위한 현장조사에 들어간다. 고금리 상황에도 가계대출이 꿈틀하자 정부 대출 규제의 대원칙인 총부채원리금상환비율(DSR)이 적정하게 작동하고 있는지를 살피기 위해서다. 대출 우회로가 될 수 있다는 '50년 만기 주택담보대출'을 비롯해 차주의 소득 산정은 적정하게 이뤄지고 있는지를 집중적으로 점검한다는 방침이다.이복현 금감원장은 16일 '자본시장 불법행위 대응 및 협력 강화를 위한 업무협약식' 이후 기자들과 만나 ""8월 중 가계대출 관리 내지 실태와 관련해 등을 통해서 현장점검을 내보낼 계획""이라고 밝혔다.이어 ""DSR 규제를 중심의 관리가 중요해졌기 때문에 은행들이라든가 주담대 판정 과정에서 기준들이 적정한지를 실태 점검을 하게 될 것""이라고 부연했다.지난 10일 금융위원회는 최근 주담대를 중심으로 은행권 가계대출이 급증한 가운데, 아직 우려할 만한 수준은 아니지만 선제적인 관리를 해나가겠다고 밝힌 바 있다. 하지만 이달 들어 열흘 만에 주담대가 1조원 이상 늘어나는 등 가계 대출 증가세가 이어지자 DSR 등 규제가 적정하게 작동하고 있는지 점검이 필요하다고 판단했다.실제 정부가 가계대출 확대의 주범으로 지목한 50년 만기 주담대, 인터넷전문은행 취급 주담대 등은 현행 DSR 규제가 적정하게 작동하지 않도록 하는 측면이 있다는 지적을 받고 있다. 현행 DSR 규제에서 50년 만기 주담대는 이보다 만기가 짧은 주담대보다 대출 한도가 더 늘어나는 효과를 내기 때문이다.인터넷은행 주담대는 소득심사 측면에서 문제가 있을 수 있다는 지적이다. DSR 규제의 핵심은 '버는 만큼만 빌려준다'는 것인데, 소득이 낮은 청년층에게는 미래소득을 인정해 주는 형태가 적용되고 있다. 은행들이 차주가 대출을 일으키기 유리한 조건으로 기준을 산정할 수 있는 여지가 있다고 판단한 셈이다.이 원장은 ""금리 변동 상황에서 특정한 어떤 스트레스 테스트 내지는 시뮬레이션을 돌렸을 때 소득에서 과도하게 그 범위가 넘어가는 지점이 있음에도 불구하고 내지는 그런 것을 고려 안 하고 DSR 모델을 만들었을 수 있을 것""이라며 ""실질적인 소득의 성장을 넘어서는 대출이 일어났다는 건 어느 곳에서 빠진 부분이 있지 않을까하는 합리적인 의심을 해볼 수 있는 부분""이라고 설명했다.이 원장은 50년 만기 주담대가 대출 한도가 늘어나는 상품임에도 당국이 뒤늦게 대책에 나섰다는 지적에 대해서는 ""금융사들이 다양한 방식으로 허용된 규제의 틀 안에서 본인들이 경쟁하거나 시장을 개척하는 것에 대해 사전적으로 (기준을) 만든 것도 바람직하지 않다는 시각이 있었다""고 해명했다.현재 금융당국은 50년 만기 주담대에 만 34세 나이 제한을 도입하는 방안을 검토하는 것으로 알려졌지만, 이미 일부 은행은 관련 기준을 적용해 판매하는 상황이다. 이 때문에 형평성 문제도 일각에서는 제기되는 상황이다.한편 가계대출 증가의 한 축으로 거론된 특례보금자리론에 대해서는 고정금리 대출 확대 등 긍정적인 측면도 고려해달라고 말했다. 또한 최근 증가세로 전환한 신용대출의 경우에도 자금이 어떻게 흘러갔는지 이번 현장조사를 통해 살펴본다는 계획이다.그러면서 이 원장은 시장금리가 고점이라는 지적에도 고정금리 비중을 지속적으로 늘려 은행들도 금리변동에 대한 리스크를 차주와 함께 부담할 수 있도록 지속 유도하겠다고 말했다.이 원장은 ""변동금리와 고정금리의 마진 차이가 너무 크지 않도록 시장을 조성한다거나 은행들이 그런 것들을 조금 더 합리적으로 의사결정해서 참여할 수 있도록 하는게 당국 입장""이라며 ""80% 이상의 차주가 변동금리로 가고 그 변동금리가 고스란히 불과 몇 년이 지나기 전에 차주의 부담으로 돌아오는 이런 상황을 그냥 방치한다는 것들은 직무유기라고 생각한다""고 밝혔다.
		]"
"""국유재산 매수하면 금리 우대도 해준다""...부산은행 '이음 대출' 출시",https://n.news.naver.com/mnews/article/014/0005057618?sid=101,파이낸셜뉴스,2023.08.16. 오전 10:59,"[
 



BNK부산은행 제공 [파이낸셜뉴스] BNK부산은행이 국유재산 매수 고객을 위한 '국유재산과 국민을 이음 대출'을 출시했다.   16일 부산은행에 따르면 이 상품은 정부의 국유재산 활용 확대 정책에 부응하기 위해 출시했다. 지난 5월 부산은행과 한국자산관리공사가 체결한 '국유재산 이용 국민 편익 증진을 위한 업무 협약'에 따라 개발된 공익 상품이다.   대출 대상자는 한국자산관리공사와 국유재산 매매계약을 체결한 매수인이다. 기업고객은 최대 30억원, 개인고객은 최대 10억원까지 대출을 받을 수 있다.   해당 상품을 이용하는 기업고객에게는 최대 0.3%p, 개인고객에게는 최대 0.2%p의 특별 감면금리를 제공한다. 또한 영업점장 우대금리 최대 1.0%p를 추가로 적용해 국유재산 매수 고객의 경제적 부담을 완화할 계획이다.   특별 감면금리에는 △영세소상공인 0.2%p △창업기업 0.2%p △일자리창출기업 0.1%p △다자녀 가구 0.1%p △한부모 가정 0.1%p △노부모 부양자 0.1%p 등이 있다.   이수찬 부산은행 여신영업본부장은 ""국유재산과 국민을 이음대출 출시로 국유재산 이용 활성화에 큰 도움이 될 것으로 기대한다""며 ""앞으로도 다양한 금융지원 정책을 통해 지역발전에 기여하는 든든한 동반자가 되겠다""고 전했다. #국유재산 #한국자산관리공사 #부산은행 #우대금리  
]"
"에이플러스에셋, 상반기 순이익 63억원… 전년比 89.9% 감소",https://n.news.naver.com/mnews/article/366/0000924612?sid=101,조선비즈,2023.08.16. 오전 11:16,"[




에이플러스에셋 제공        법인보험대리점(GA) 에이플러스에셋은 올해 상반기 연결 기준 당기순이익은 전년 동기 대비 89.9% 감소한 63억원을 기록했다고 16일 밝혔다.같은 기간 영업이익은 4.4% 줄은 25억원으로 나타났다. 매출액은 전년보다 21.5% 증가한 1612억원으로, 역대 최대치를 달성했다.에이플러스에셋 측은 “지난해 상반기에는 리츠 관계회사(코크렙 31호)의 건물 매각에 따른 대규모 지분법상 이익(766억원)이 발생했었다”면서 “부동산 경기 하락세로 인해 종속기업 사업인 대출 판매 및 부동산 중개 등 기타 매출이 소폭 줄어들기도 했지만 그룹 전체적으로 순이익 증가세는 양호한 수준을 보였다”고 설명했다.별도 기준 당기순이익은 전년 동기 대비 약 96.7% 증가한 50억원을 기록했다. 매출액은 전년보다 31.3% 증가한 1431억원으로, 창사 이래 최대치로 나타났다. 이는 상장 해인 2020년의 상반기 매출액 1199억원보다도 232억원(19%)이 넘는 수치라는 설명이다. 영업이익은 168.6% 증가한 41억원을 기록했다.상반기 역대 최대 매출의 달성은 작년부터 이어져온 우수설계사 영입 및 정착 지원, 영업채널 다변화 등 영업조직 고능률화에 회사가 전사적 노력을 기울인 덕분이라는 게 회사 측의 설명이다. 여기에다 저해지 종신보험을 중심으로 한 생보 상품은 물론, 손보 상품의 판매 실적이 전년 대비 30% 이상 크게 증가하면서 매출 향상을 견인했다.영업이익 신장세가 매출액증가율에 다소 미치지 못한 배경으론 우수설계사 영입과 정착 지원뿐 아니라 신규 영업채널 개척 및 영업지원 인프라 개선 등에 투자를 계속하고 있는 점을 꼽았다. 또 최근 손해보험 실적이 크게 증가하면서 시책비 선지원 금액이 따라 증가한 것도 영향을 미쳤다.에이플러스에셋은 이미 발생한 매출에서의 수입수수료 이연분이 본격적으로 유입되는 내년 이후에는 상장 해인 2020년 수준 이상으로 영업이익률 상승폭이 크게 올라 회사의 장기 경영수지는 더욱 향상될 것으로 기대하고 있다.에이플러스에셋 관계자는 “여전히 경기가 부진한 가운데서도 영업효율 극대화와 시장지배력 강화에 힘써온 노력의 결실로 보험상품 매출이 호조를 보이고 있다”며 “뛰어난  재무안정성과 금융 사업에서의 안정적 영업기반에 힘입어 금융뿐 아니라 생활과 건강을 아우르는 토탈 라이프케어 플랫폼 기업으로서의 입지를 더욱 견고히 구축해 나갈 것”이라고 말했다.
]"
"KB국민은행, ‘KB스타 FX 바로환전’ 경품 이벤트",https://n.news.naver.com/mnews/article/082/0001227400?sid=101,부산일보,2023.08.16. 오후 4:27,"[




KB국민은행(은행장 이재근)은 오는 9월 27일까지 ‘KB 스타 FX’의 바로환전 거래 이용 고객을 위한 경품 이벤트를 실시한다고 16일 밝혔다.‘KB스타 FX’는 KB국민은행의 차세대 외환거래 시스템으로 외환매매뿐만 아니라 실시간 외환시장 정보와 다양한 콘텐츠를 한 곳에서 제공하는 원스톱 외환 플랫폼이다. KB국민은행 인터넷 뱅킹 고객이라면 누구나 별도의 앱이나 프로그램 설치 없이 웹 페이지에 접속해 무료로 이용할 수 있다.이번 이벤트는 ‘KB스타 FX’의 바로환전 거래를 이용한 개인 고객을 대상으로 진행된다. 바로환전 거래란 ‘KB스타 FX’에서 고객이 외화를 쉽고 빠르게 사고 팔 수 있는 서비스로 실시간 환율로 외화를 거래하는 시장가 주문뿐만 아니라, 고객이 희망 환율을 지정하고 도달 시 자동으로 거래되는 지정가 주문, 일정 범위 이상 환율 변동 시 자동으로 거래되는 자동주문 방식도 이용 가능하다.KB스타뱅킹을 통해 본 이벤트에 응모한 바로환전 거래 이용 고객을 대상으로 거래 금액 별 추첨을 통해 △골드바(3돈) △신세계상품권 △치킨 쿠폰 △커피 쿠폰 등 다양한 경품을 제공한다. 당첨된 경품은 오는 10월 24일 이내에 고객에게 개별 지급될 예정이다.이벤트 관련 자세한 사항은 KB스타뱅킹 혹은 KB스타 FX 홈페이지에서 확인 가능하다.KB국민은행 관계자는 “앞으로도 더 다양한 서비스와 유익한 콘텐츠를 제공하기 위해 지속적으로 노력하겠다”고 말했다.
]"
지게차 대신 '로봇팔'로 화폐 옮기기,https://n.news.naver.com/mnews/article/421/0006993256?sid=101,뉴스1,2023.08.16. 오후 3:45,"[




(서울=뉴스1) 사진공동취재단 = 16일 서울 중구 한국은행 본부 화폐수납장에서 자동화금고시스템이 시연되고 있다. 이전에는 화폐를 지계차에 쌓아 운송했으나, 이제부터는 '로봇 팔'로 불리는 팔레타이징 로봇(palletizing robot)이 화폐를 수납하고 자동으로 적재한다.이후 컨베이어 벨트와 수직 반송기(pallet lifter)가 화폐를 금고에 입고하며, 금고 안에서 화폐를 옮기고 저장 선반에 쌓는 작업은 금고에 배치된 무인운반장치(AGV)가 한다. 출고 과정은 입고와 반대로 수행한다. 2023.8.16/뉴스1
		]"
"농협카드, 전국 전통시장·핫플레이스 할인 이벤트",https://n.news.naver.com/mnews/article/119/0002740233?sid=101,데일리안,2023.08.16. 오전 11:53,"[




ⓒNH농협카드[데일리안 = 이세미 기자] NH농협카드는 ‘NH pay’ 고객대상으로 전국 전통시장, 지역별 핫플레이스, 베이커리·카페, 캠핑장 할인 이벤트를 올해 연말까지 실시한다고 16일 밝혔다.이번 이벤트는 NH농협 개인 신용·체크카드(채움) 고객 대상으로 진행되며, NH pay에 접속해 마이캐치(My Catch)로 원하는 혜택 담기 후 해당 가맹점 이용 시, 청구할인 혜택을 제공한다.전국 ▲전통시장(1400여개) ▲지역별 핫플레이스(수목원 등) ▲베이커리‧카페 ▲캠핑장 이용 시 20% 청구할인 혜택을 받을 수 있으며, ▲충남 예산시장 맛집 ▲강원 삼척시 전통시장(삼척 중앙시장 등)에서는 30% 청구할인 혜택을 제공한다.(각 혜택별 월 2만원 한도)이벤트 참여방법, 유의사항, 할인 대상 가맹점 등 자세한 내용은 NH pay 앱 내 마이캐치 혜택을 통해 확인할 수 있다.농협카드 관계자는 “할매니얼(할머니+밀레니얼) 열풍처럼 최근 MZ세대를 중심으로 전통시장과 충남 예산시장 같은 핫플레이스를 즐기려는 수요가 증가함에 따라 이번 이벤트를 마련했다”며, “앞으로도 더욱 트렌디하고 실용적인 혜택을 즐기실 수 있도록 NH pay 마이캐치(My Catch) 이벤트를 지속 확대하겠다”고 말했다.
		]"
`50년 단골' 뺏긴 광주은행 조선대지점 폐쇄…조대병원지점과 통합,https://n.news.naver.com/mnews/article/003/0012033089?sid=101,뉴시스,2023.08.16. 오전 11:08,"[
9월1일부터 조대이공대에 파출수납창구 신설주거래은행 지위 상실 임원 2명 등 4명 서면경고 ""솜방망이 처벌"" 지적



[광주=뉴시스] 구길용 기자 = 광주은행은 23일 전남 광양시 제2금고에 선정됐다고 밝혔다. (사진=광주은행 제공). 2022.05.23. kykoo1@newsis.com *재판매 및 DB 금지[광주=뉴시스] 배상현 기자 = 광주은행이 `50년 단골'인 조선대학교의 주거래 은행 지위를 상실한 가운데 오는 9월1일부터 조선대지점이 사라지고 조선대병원 지점으로 통합 운영된다.  16일 지역 금융가 등에 따르면 신한은행과 경쟁에서 조선대 주거래은행 지위를 잃은 광주은행은 오는 8월31일 학교와의 업무 계약이 종료됨에 따라 조선대 지점을 폐쇄한다. 대신, 광주은행은 9월1일부터 조선대병원 출장소를 지점으로 승격시켜 조선대지점의 업무를 통합, 운영할 예정이다.또 조선대이공대에 광주은행 파출수납창구를 둘 예정이다.  조선대는 지난 7월 신한은행을 주거래은행 사업자로 최종 결정했고 오는 9월1일부터 신한은행이 주거래은행을 맡는다.광주은행은 수의계약 방식으로 50여년간 조선대 금고를 맡아왔지만, 공개경쟁입찰에서 신한은행에 고배를 마셨다. 한편 광주은행은 조선대 주거래은행 지위 상실과 관련해 관련, 임원 2명 등 4명에 대해 서면경고를 한 것으로 알려졌다. 하지만, 최근 들어 없던 중대 사안임을 감안하면 `솜방망이 처벌'이라는 평가가 나온다.광주지역 금융가의 한 관계자는 ""이 정도 중대한 사안이라면 직위해제 후 중징계가 예상됐으나 서면경고에 그쳐 의외다""고 전했다.
]"
주담대 변동금리 석달만에 하락,https://n.news.naver.com/mnews/article/082/0001227407?sid=101,부산일보,2023.08.16. 오후 4:36,"[
신규취급액 기준 3.69%전월 대비 0.01%P 낮아잔액·신잔액 기준 코픽스는 올라



은행권의 주택담보대출 변동금리가 석달만에 소폭 하락할 것으로 보인다. 13일 서울 시내 아파트의 모습. 연합뉴스은행권의 주택담보대출 변동금리가 석달만에 소폭 하락할 것으로 보인다.16일 은행연합회에 따르면 7월 신규 취급액 기준 코픽스는 6월(3.70%)보다 0.01%포인트(P) 낮은 3.69%로 집계됐다.앞서 4월(3.44%) 기준금리(3.50%) 아래로 추락한 코픽스는 5월(3.56%) 반등한 뒤 6월(3.70%)까지 오름세를 유지하다 3개월 만에 하락했다. 다만 잔액 기준 코픽스는 3.80%에서 3.83%로 0.03%P 높아졌다.코픽스는 국내 8개 은행이 조달한 자금의 가중평균금리로, 은행이 실제 취급한 예적금, 은행채 등 수신상품의 금리 변동이 반영된다. 코픽스가 떨어지면 그만큼 은행이 적은 이자를 주고 돈을 확보할 수 있다는 뜻이고, 코픽스가 오르면 그 반대의 경우다.구체적으로 신규 취급액 코픽스와 잔액 기준 코픽스는 정기예금, 정기적금, 상호부금, 주택부금, 양도성예금증서, 환매조건부채권매도, 표지어음매출, 금융채(후순위채 및 전환사채 제외) 수신상품의 금리 등을 바탕으로 산정된다.2019년 6월부터 새로 도입된 '신(新)잔액기준 코픽스'(3.21%) 역시 한 달 새 0.03%P 상승했다. 신잔액 코픽스에는 기타 예수금과 차입금, 결제성자금 등이 추가로 고려된다.이에 따라 주요 시중은행들은 17일부터 신규 주택담보대출 변동금리에 이날 공개된 코픽스 금리를 반영할 예정이다.
]"
"세종시·하나은행·신보, 정책 참여 소상공인에 금융지원 협약",https://n.news.naver.com/mnews/article/001/0014134328?sid=101,연합뉴스,2023.08.16. 오후 3:20,"[




세종 소상공인 특별보증 융자지원 업무협약(세종=연합뉴스) 최민호 세종시장(가운데)과 이동열 하나은행 대전세종본부 지역대표(왼쪽), 김효병 세종신용보증재단 이사장이 16일 시청 접견실에서 '소상공인 특별보증 융자지원 위한 업무협약'을 체결하고 기념사진을 찍고 있다. 2023.8.16 [세종시 제공. 재판매 및 DB 금지](세종=연합뉴스) 이은파 기자 = 세종시가 시책이나 사회공헌활동에 적극 참여하는 소상공인을 위한 금융지원에 나선다.     시는 최민호 시장과 이동열 하나은행 대전세종본부 지역대표, 김효병 세종신용보증재단 이사장이 16일 시청 접견실에서 '소상공인 특별보증 융자지원 위한 업무협약'을 체결했다고 밝혔다.     시는 이번 협약을 통해 1.45∼1.7% 수준의 이자 보전을 지원하고, 하나은행은 2억원 특별출연과 함께 금리 우대를 지원한다.     세종신용보증재단은 30억원까지 특별보증을 시행한다.     특히 이번 금융지원을 통해 업체당 최대 1억원 한도, 보증기간 5년 이내로 금리우대 지원을 받게 된다.    지원 대상은 ▲ 착한가격 업소 ▲ 민관협력 배달앱 무료 배달 참여 가맹점 ▲ 아동급식 제공 착한 음식점 ▲ 고향사랑기부제 답례품 공급기업 ▲ 청년 창업기업 ▲ 환경·사회·투명경영(ESG) 실천기업 등이다.    최민호 시장은 ""이번 협약을 통해 소상공인의 경영안정과 시 정책 참여 활성화 등의 긍정적인 효과가 기대된다""며 ""지역 소상공인의 경쟁력 강화를 위해 더 힘을 쏟겠다""고 말했다.    sw21@yna.co.kr
]"
“6분 만에 300억을 착착 쌓아”…한국은행 금고에 로봇이 있다,https://n.news.naver.com/mnews/article/016/0002184197?sid=101,헤럴드경제,2023.08.16. 오후 4:02,"[
‘자동화금고시스템’ 도입물류자동화설비·전산시스템 접목발권업무 신속·정확성 높여



16일 서울 중구 한국은행 본부 화폐수납장에서 열린 '자동화금고시스템 설명회'에서 자동화금고시스템이 시연되고 있다. [연합][헤럴드경제=문혜현 기자] 한국은행이 화폐 입·출고, 보관 등 발권업무의 효율성과 안정성 등을 제고하기 위해 ‘자동화금고시스템’을 본부에 구축했다고 16일 밝혔다.자동화금고시스템은 최신 물류자동화 설비와 특화 개발된 전산시스템을 접목한 것으로, 대국민 발권업무를 종전보다 훨씬 안정적이고 신속·정확하게 수행할 수 있을 것으로 기대된다는 설명이다.한은은 통합별관 신축을 계획하면서 2020년부터 3년 반 동안 자동화금고시스템을 구축했고, 이달부터 정식 가동 중이다.



[연합]이전에는 화폐를 지게차로 운송·적재하는 등 화폐취급업무의 대부분을 수작업으로 진행해야했지만 이번 시스템 도입으로 대부분 자동화됐다.먼저 화폐수급장에는 자동검수기와 팔레타이징로봇(palletizing robot)을 배치해 화폐를 수납하고 팔레트에 자동 적재한다. 시중은행이나 한국조폐공사로부터 송달된 화폐들은 자동검수기를 거쳐 무게와 수량이 자동으로 측정되고, 로봇이 이를 옮겨 팔레트 위에 쌓는다.



[연합]팔레타이징로봇은 화폐 60포대를 6분 만에 쌓았는데, 이는 5만원권 기준 300억원에 달한다. 한은 본부에 자리한 이 로봇의 가격은 수억원에 이르는 것으로 나타났다.자동화금고의 화폐 입출고 또한 수직반송기와 컨베이어벤트가 사용된다. 팔레트에 올려진 현금들은 자동금고 내에서 무인운반장치를 통해 저장선반에 적재된다.금고 내 화폐의 입출고 지시 및 재고 관리, 자동화설비 제어 등은 통합관리 전산시스템에서 이뤄진다.이번 자동화금고시스템 구축으로 한은은 설비 자동화율을 기존 40%에서 70~80% 수준까지 끌어올렸다는 설명이다.



[한국은행 제공]한은 관계자는 “금고적재능력 확충, 화폐보관방식 개선, 전산시스템에 의한 실시간 재고 관리 등을 통해 금고관리 업무의 효율성이 제고됐다”며 “물리적인 금고출입 및 화폐접근을 최소화하고 첨단 CCTV 등 감시장치를 확충함으로써 화폐관리 업무의 보안성이 향상됐고, 화폐 운반 및 적재를 지게차 등을 사용하는 수작업 방식에서 무인운반장치에 의한 방식으로 개선함으로써 화폐수급 업무의 안전성이 강화됐다”고 설명했다.한편 이날 한은은 자동화금고시스템 가동식을 개최했다. 이창용 한은 총재는 이날 시스템을 개발한 LG CNS에 감사패를 수여하고 구축업무 담당 직원들을 격려했다.이 총재는 기념식에서 “앞으로도 화폐수급여건과 유통환경 변화에 적극 대응해 국민들의 화폐사용과 경제활동에 불편함이 없도록 계속 노력해 달라”고 당부했다.
]"
상반기 카드대출도 늘어…작년 말보다 잔액 1.1조↑,https://n.news.naver.com/mnews/article/018/0005552210?sid=101,이데일리,2023.08.16. 오후 12:01,"[
금감원, 상반기 신용카드사 영업실적 발표2Q 카드대출 이용액 25.7조…전분기比 6천억 ↑상반기 은행권 대출 증가세…카드사도 유사 흐름[이데일리 정병묵 기자] 올해 상반기 은행 대출이 큰 폭으로 증가한 가운데 카드사를 통한 대출도 늘어난 것으로 집계됐다.16일 금융감독원에 따르면  6월 말 기준 카드대출 잔액은 45조3000억원으로 전년 말(44조2000억원) 대비 1조1000억원(2.5%) 증가했다. 



자료=금융감독원상반기 말 기준 카드대출 이용액은 50조8000억원으로 전년 동기 대비 3조2000억원(5.9%) 감소했으나, 2분기 이용액은 1분기보다 증가했다. 1분기 25조1000억원에서 2분기는 25조7000억원으로 6000억원(2.4%) 늘었다.상반기 말 단기카드대출(현금서비스) 이용액(28조3000억원)은 작년보다 1000억원(0.4%) 증가했으며, 같은 기간 장기카드대출(카드론) 이용액(22조5000억원)은 3조3000억원(12.8%) 줄었다.금융 당국에 따르면 은행 주택담보대출액은 지난 3월까지만 해도 전월 대비 1조9000억원 줄어들며 감소세를 이어갔으나, 4월 증가 전환한 뒤 증가폭을 키우며 7월엔 3조9000억원 늘었다. 올 2분기 시중은행을 통해 대출을 받지 못한 이들이 카드사 대출을 활용한 것으로 보인다.올 6월 말 기준 신용카드 발급매수(누적)는 1억2749만매로 작년 말(1억2417만매) 대비 332만매(2.7%) 증가했다. 신용카드 발급매수의 전년 말 대비 증가율은 2021년 6월 말 1.5% 2022년 6월 말 2.7%였다. 체크카드 발급매수(누적)는 1억498만매로 전년 말(1억517만매) 대비 19만매(0.2%) 감소했다.상반기 신용·체크카드 이용액은 558조5000억원으로 전년 동기 대비 39조9000억원(7.7%) 증가했다. 신용카드 이용액은 461조4000억원으로 전년 동기보다 35조4000억원(8.3%) 늘었다. 체크카드 이용액은 97조1000억원으로 전년 동기(92.6조원) 대비 4.5조원(4.9%) 불었다. 한편 상반기 중 전업카드사의 순이익(IFRS 기준)은 1조4168억원으로 전년 동기(1조6243억원) 대비 2075억원(12.8%) 감소했다. 총수익 증가(1조5794억원)에도 이자비용(6928억원)과 대손비용(5262억원)도 불어나 총비용이 1조7869억원 늘어났기 때문이다. 6월 말 기준 카드사 연체율(총채권 기준)은 1.58%로 작년 말(1.20%) 대비 0.38%포인트 상승하였으나 전분기 말(1.53%)보다는 상승폭이 둔화했다. 같은 기간 카드대출 연체율도 3.67%로 전년말(2.98%) 대비 0.69%포인트 상승했으나, 전분기(3.54%) 대비 상승폭이 완만해졌다.또한 6월 말 기준 카드사의 대손충당금 적립률은 106.4%로 전년 말(106.7%)과 유사한 수준이었다. 모든 카드사가 100%를 상회했다.금감원 측은 “상반기 중 카드사 당기순이익(IFRS기준)은 전년 동기 대비 감소하였으나, 예년 수준을 유지하는 등 전반적으로 양호한 수준”이라며 “또한 연체율은 전년 말보다 소폭 증가했으나 2분기 중 상승폭이 둔화하는 추세이고, 자본적정성도 개선되는 상황”이라고 설명했다.이어 “다만 올 하반기 중 대·내외 경제·금융환경이 여전히 불확실한 상황임을 감안하여 카드사들이 부실채권 매각, 채무 재조정 등을 통해 자산건전성 관리에 만전을 기하도록 지도할 것”이라고 덧붙였다.
]"
