,0
359,⠀#하나TV #EVENT⠀하나금융그룹 유튜브 <하나TV> 구독하고꿀잼으로 하나되자 ฅ^._.^ฅ💗⠀아래 구독 이벤트에 참여하면추첨을 통해 피자와 콜라 쏜다!🍕🍕⠀Step.1 하나금융그룹 유튜브 <하나TV> 구독!Step.2 댓글에 '유튜브 계정명(닉네임)' 과 #구독완료 남기기!💡 친구 태그하여 함께 구독 하면 당첨 확률 UP!💡 구독여부 공개로 설정 필수!💡 프로필 링크 클릭!⠀✔기간: 2021.04.28(수)~2021.05.12(수)✔발표: 2021.05.14(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 도미노피자 뉴욕오리진M+콜라1.25L(5명)⠀#하나금융그룹 #하나금융그룹유튜브 #유튜브구독 #하나TV구독 #구독이벤트 #이벤트
360,⠀#하나TV #EVENT⠀하나금융그룹 유튜브 <하나TV> 구독하고꿀잼으로 하나되자 ฅ^._.^ฅ💗⠀아래 구독 이벤트에 참여하면추첨을 통해 피자와 콜라 쏜다!🍕🍕⠀Step.1 하나금융그룹 유튜브 <하나TV> 구독!Step.2 댓글에 '유튜브 계정명(닉네임)' 과 #구독완료 남기기!💡 친구 태그하여 함께 구독 하면 당첨 확률 UP!💡 구독여부 공개로 설정 필수!💡 프로필 링크 클릭!⠀✔기간: 2021.04.28(수)~2021.05.12(수)✔발표: 2021.05.14(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 도미노피자 뉴욕오리진M+콜라1.25L(5명)⠀#하나금융그룹 #하나금융그룹유튜브 #유튜브구독 #하나TV구독 #구독이벤트 #이벤트
361,⠀#하나TV #EVENT⠀하나금융그룹 유튜브 <하나TV> 구독하고꿀잼으로 하나되자 ฅ^._.^ฅ💗⠀아래 구독 이벤트에 참여하면추첨을 통해 피자와 콜라 쏜다!🍕🍕⠀Step.1 하나금융그룹 유튜브 <하나TV> 구독!Step.2 댓글에 '유튜브 계정명(닉네임)' 과 #구독완료 남기기!💡 친구 태그하여 함께 구독 하면 당첨 확률 UP!💡 구독여부 공개로 설정 필수!💡 프로필 링크 클릭!⠀✔기간: 2021.04.28(수)~2021.05.12(수)✔발표: 2021.05.14(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 도미노피자 뉴욕오리진M+콜라1.25L(5명)⠀#하나금융그룹 #하나금융그룹유튜브 #유튜브구독 #하나TV구독 #구독이벤트 #이벤트
362,"⠀#하나TV #골목기행 #이벤트⠀하나TV가 준비한 골목상권 응원 프로젝트골.목.기.행. 3편 두둥등장!༼◉_◉ ༽⠀세번째 골목기행은 직장인들의 회식 성지!30년 전통 호프집 <비어할레>입니다👏👏👏⠀역대급 단체 손님 썰과, 뇌새김각 에피소드 대.공.개다동골목의 터줏대감 <비어할레> 시청하러 하나TV 고고⠀[#EVENT]골목기행 3편 ""비어할레"" 편 재밌게 보셨나요? ^^비어할레 가게를 응원하는 메시지를 남겨주세요.10분을 추첨해서 '비어할레' 5만원권 식사권을 드립니다!(*하나TV 구독필수)⠀✔ 기간: ~ 2021. 4. 30(금) 까지✔ 발표: 2021. 5. 4 (화)✔ 경품: '비어할레' 5만원권 식사권 (10명)✔ 참여하기: 하나금융그룹 유튜브(하나TV) 골목기행 3편 '더보기'에서 확인!https://youtu.be/GOLDXCTHI2c⠀#골목상권을응원합니다 #비어할레 #다동 #골목상권살리기 #을지로 #다동골목"
363,"🔥제15기 하나금융그룹 SMART 홍보대사 모집🔥 ""대외활동 맛집 문닫기 전 서둘러주세요!!"" 지금 바로 Go Go!!📌모집기간: 2021.4.12(월)~5.2(일) 24시까지📌지원자격: 전국 대학생 누구나(팀으로 지원)📌활동혜택:  - 대상팀은 입사지원시 서류면제 - 활동 수료자 전원 입사지원시 우대 - 미션별 포상 및 최종 우수 활동팀 총상금 1천만원15기 스마홍 지원 자세히 보기👀👉 https://bit.ly/32RpXsg#1년만에돌아온 #스마홍을 #놓치지마세요#하나금융그룹 #스마트홍보대사 #스마홍 #홍보대사 #모집중🙋"
364,"[#EVENT] 하나금융그룹과 함께하는 롱드라이브 챌린지<메이저 퀸을 이겨라!>전국 골프존 스크린 골프장에서 즐기는 랜선 챌린지!챌린지에 참여한 총 111명에게 푸짐한 상품을 드립니다🙋✅참가자격: 아마추어 골퍼 ONLY✅대회일정: 2021. 5. 3(월) ~ 2021. 6. 6(일) (*기간 연장되었습니다)✅참가장소: 전국 골프존 스크린 골프장 어디든 가능✅코스선정: 골프존 드라이빙 레인지 모드✅규정: * 볼효과 -기본볼 선정 * 페어웨이 라인에 안착된 티샷만 유효✅참가방법: 1. 거리 확인 가능한 장소에서 티샷부터  공 멈출 때까지 녹화(촬영) 2. 아래 필수 해시태그와 함께 본인 인스타그램에  녹화한 영상 업로드 [필수해시태그] #하나금융그룹 #패티타와타나킷 #롱드라이브챌린지 #메이저퀸을이겨라👉자세히보기: https://youtu.be/uU1e1-GLSoE✅최종 장타자 선정: - 참가자 중 비거리 상위 11인 선발 후  오프라인 결승전 진행 - 참가자 상위 111인에게 아래 상품 증정!🎁상품구성: - 1위: 핑골프 G425 시리즈 풀세트 (1명) - 2위~6위: 핑골프 G425 Driver (5명) - 7위~11위: 핑골프 골프백 (5명) - 12위~31위: 태국음식 식사권 쿠폰 (20명) - 32위~111위: 스타벅스 기프티콘 (80명)📌참가자 필독공지 ※ 투어프로, 레슨프로 자격증 보유자 및 프로지망생은 참가 불가※ 인스타그램에 영상 업로드 시 전체공개 필수※ 반드시 최종거리 확인 가능한 각도에서 촬영(최종거리 확인 불가 시 무효)※ 영상촬영 시 끊지 않고 한번에 촬영 진행※ 필수 해시태그 포함해서 업로드(4개의 단어 미 태그 게시물 무효)※ 행사 종료 한달 후까지 전체공개 유지(비공개 설정 시 무효)※ 1~11위 상품은 제세공과금(22%) 본인 부담#전국의_모든_아마추어골퍼_모여라#핑골프를내손에 #롱드라이브 #랜선챌린지 #챌린지 #비거리 #티샷 #골프 #메이저퀸 #이벤트"
365,"⠀배우 김수현과 래퍼 래원이 함께한하나금융그룹의 특별한 ESG 캠페인!⠀📺하나금융그룹x 배우 김수현,이 별을 위한 이별📺하나금융그룹x 래퍼 래원, ESG캠페인송!⠀하나금융그룹의 ESG캠페인,우리 함께 시청하고 지구를 위해 더 노력해요 ଘ(੭*ˊᵕˋ)੭ ⠀#이벤트'지구를 위한 작은 실천'에 동참하며ESG캠페인 영상을 리그램하여 널리 알려주세요!10분을 추첨해서 커피 쿠폰을 드립니다.⠀🌳참여방법(하나TV 구독 필수)1. 배우 김수현과 함께하는‘이 별을 위한 이별’ 영상을 리그램해주세요.*게시물 전체공개 필수2. 리그램한 게시물 주소를 아래 댓글에 남겨주세요.(친구소환까지 하면 당첨 확률 UP!)✔기간: 2021. 4. 23(금) ~ 2021. 5. 7(금)✔경품: [스타벅스] 포레스트 콜드 브루 (10명)✔당첨자 발표: 2021. 5. 12(수)⠀#하나금융그룹 #하나TV #하나금융그룹ESG #하나TVESG #배우_김수현 #래퍼_래원 #ESG캠페인 #김수현 #kimsoohyun #래원"
366,"⠀배우 김수현과 래퍼 래원이 함께한하나금융그룹의 특별한 ESG 캠페인!⠀📺하나금융그룹x 배우 김수현,이 별을 위한 이별📺하나금융그룹x 래퍼 래원, ESG캠페인송!⠀하나금융그룹의 ESG캠페인,우리 함께 시청하고 지구를 위해 더 노력해요 ଘ(੭*ˊᵕˋ)੭ ⠀ESG캠페인 영상 보기👉 ‘이별을 위한 이별’ https://youtu.be/Zv1bzluIA7A👉 ESG캠페인송 https://youtu.be/ML8fiO5M8uw⠀#하나금융그룹 #하나TV #하나금융그룹ESG #하나TVESG #배우_김수현 #래퍼_래원 #ESG캠페인 #김수현 #kimsoohyun #래원"
367,"⠀배우 김수현과 래퍼 래원이 함께한하나금융그룹의 특별한 ESG 캠페인!⠀📺하나금융그룹x 배우 김수현,이 별을 위한 이별📺하나금융그룹x 래퍼 래원, ESG캠페인송!⠀하나금융그룹의 ESG캠페인,우리 함께 시청하고 지구를 위해 더 노력해요 ଘ(੭*ˊᵕˋ)੭ ⠀#이벤트'지구를 위한 작은 실천'에 동참하며ESG캠페인 영상을 리그램하여 널리 알려주세요!10분을 추첨해서 커피 쿠폰을 드립니다.⠀🌳참여방법(하나TV 구독 필수)1. 래퍼 래원편 ESG캠페인송 영상을 리그램해주세요.*게시물 전체공개 필수2. 리그램한 게시물 주소를 아래 댓글에 남겨주세요.(친구소환까지 하면 당첨 확률 UP!)✔기간: 2021. 4. 23(금) ~ 2021. 5. 7(금)✔경품: [스타벅스] 포레스트 콜드 브루 (10명)✔당첨자 발표: 2021. 5. 12(수)⠀#하나금융그룹 #하나TV #하나금융그룹ESG #하나TVESG #배우_김수현 #래퍼_래원 #ESG캠페인 #김수현 #kimsoohyun #래원"
368,"#하나TV #EVENT #개편프로그램금융 그 이상의 즐거움이 있다!하나금융그룹 유튜브 <하나TV>📺하나TV의 개편 프로그램을 소개합니다٩( ᐛ )و 다함께 꿀잼으로 하나되어 볼까요?[퀴즈 EVENT]하나TV가 준비한 다양한 프로그램 중,아래 제시된 프로그램 이름을 맞혀주세요.Q. 꿀잼을 위해 개그맨들이 뭉쳤다고?!  생각만해도 벌써 배꼽 탈출😝 ‘ㅇㄱㅇㅅㄷ’!! 이 프로그램 이름은 무엇일까요? 👉Hint! 하나TV 유튜브 확인!👀  (https://youtu.be/Q62ZjD2ZhJ4)✔기간: 2021. 04. 20(화)~2021. 05. 07(금)✔발표: 2021. 05. 10(월) *본 게시물 댓글 및 개별 DM 발표✔경품: 배스킨라빈스 패밀리 아이스크림(5명)#하나금융그룹 #하나티비 #골목기행 #토크ONE#금은방 #하나로뭉쳐 #궁금해썹 #퀴즈이벤트 #이벤트"
369,#하나TV #골목기행 #이벤트하나TV가 준비한 골목상권 응원 프로젝트골.목.기.행. 2편 함께 보러가요! ٩( ᐛ )و 두번째 골목가게의 주인공은 누규~?바로바로 50년 전통의 을지로 다동 <태성 골뱅이 신사>!매콤한 골뱅이 무침 더 맛있게 먹는 꿀팁 확인하고돈쭐내러 가요~😍[#EVENT]지난 골목기행 1편 '선영이네' 가게 재밌게 보셨나요?<선영이네> 가게를 응원하는 메시지를 남겨주세요.10분을 추첨해서 '선영이네' 5만원권 식사권을 드립니다!✔기간: 2021.04.15(목)~2021.04.21(수)✔참여: 하나TV 골목기행 2편 '더보기' 에서 확인* 태성 골뱅이 신사는 3편에서 이벤트 진행됩니다.#골목상권을응원합니다 #태성골뱅이신사#골뱅이 #골목상권살리기 #다동골목 #하나핫튜버#최기섭 #을지로골뱅이 #다동 #무교동
370,"환경을 지키는 착한 텀블러,<선(善)블러캠페인>🌱착한 텀블러 캠페인, 시간이 얼마 남지 않았어요!제로 웨이스트 실천을 위한 첫걸음,텀블러 사용으로 지구에게 행복을 선물해요😘🌳참여방법Step1. 텀블러 사용 실천 인증샷!Step2. 아래 필수 해시태그와 함께 본인 인스타그램 계정에 업로드! (전체공개 필수)* 필수 해시태그: #하나금융그룹 #하나용기내 #선블러캠페인* 캠페인에 참여하신 분들 중 추첨하여 텀블러를 드립니다.(더 많은 분들이 #善블러 에 함께할 수 있도록 텀블러를 선물하세요~)✔기간: 2021. 3. 15(월) ~ 2021. 4. 16(금)✔발표: 2021. 4. 22(목) *인스타그램 게시물 및 개별 DM✔경품: 스타벅스 텀블러(추첨 30명)오늘부터 하나금융그룹과 함께 선(善)블러 어때요?👉영상으로 확인하기: https://bit.ly/3vEIKEK(프로필 링크를 클릭하세요)* 캠페인이 종료되어도 선블러 실천은 계속해주셔야 해요~! ^O^#하나용기내챌린지 #ESG #제로웨이스트 #일회용기줄이기#다회용기사용 #텀블러 #챌린지 #이벤트 #EVENT"
371,제15기 하나금융그룹 SMART 홍보대사 모집￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣￣스마홍 모집이 시작됐다고? 무야호! 😎2021년 스마홍은 이번 한 번뿐! (놓치면 이불킥) ▶️ 모집 기간 : 2021.4.12(월)~5.2(일) 24시까지▶️ 지원 자격 : 전국 대학생 누구나 (팀으로 지원)▶️ 활동 혜택  ▪️ 대상팀 입사지원시 서류면제 ▪️ 활동 수료자 전원 수료증 ▪️ 미션별 포상 및 최종 우수 활동팀 총상금 1천만원자세한 활동 혜택과 지원 방법은15기 스마홍 홈페이지에서 확인하세요!👉 자세히 보기 : http://smarthanafn.com #1년만에돌아온 #스마홍을 #놓치지마세요#하나금융그룹 #스마트홍보대사 #스마홍 #대학생 #홍보대사 #모집중🙋
372,"#LPGA #우승기념 #퀴즈이벤트 #EVENT하나금융그룹 소속 패티 타와타나킷이ANA인스피레이션에서 LPGA투어 시즌첫 메이저 대회 우승을 차지했습니다!축하해주세요!!! 🎉🎉🎉[EVENT]응원해주신 팬 여러분께감사하는 마음을 담아 준비한 우승 기념 이벤트!‘이벤트 하나’ 하이라이트를 통해영상을 확인하고, 퀴즈 정답을 맞혀주세요!☞ Hint: 영상의 00:04 부분을 집중하세요👀☞ https://youtu.be/1jFlL1AFOFA[참여방법]Step.1 하나금융그룹 공식 유튜브(하나TV) 구독Step.2 유튜브 더보기란 구글폼에 퀴즈 정답 입력Step.3 응원/축하 댓글로 참여 완료!✔기간: 2021.04.09(금)~2021.04.22(목)✔발표: 2021.04.27(화) *유튜브 댓글 및 커뮤니티 공지✔경품: 하나금융그룹 골프단 싸인 모자 (20명)#골프 #LPGA #하나금융그룹#첫우승축하합니다 #패티 #타와타나킷 #모두의기쁨"
373,환경을 지키는 착한 텀블러<선(善)블러캠페인>에 래퍼 #래원 도 동참했다고?!👀래퍼 래원과 #善블러 참여 함께할 래원? 😏#하나금융그룹 #하나용기내 #선블러캠페인⠀#래퍼래원 #래원 #쇼미더머니 #래원도참여한선블러#래원과함께 #용기낼래원 #환경지키기 #ESG
374,"#하나TV #궁금해썹하나TV에서 준비한 본격 외국인 금융 정보쇼🔍뭐가 그리 궁금해SSUP? 하나TV가 알려주겠SSUP!🙌한국에서 오랜 생활을 해온 하나금융그룹의 글로벌 직원이 소개하는 다.양.한. 정보와 생활 꿀팁 대~방출!2021년 4월 20일(화) 첫 방송!!다양한 금융정보 한 가득! 여러분, 많.관.부~😘#하나TV #하나금융그룹 #궁금해썹 #캄보디아 #우즈벡키스탄 #글로벌 #금융썰 #금융정보"
375,#하나TV #골목기행하나TV가 준비한 골목상권 응원 프로젝트[골.목.기.행.] 1편 첫방 시작!! ٩( ᐛ )و 코로나19로 어려움을 겪고 있는골목상인분들을 응원하며 하나TV가 이벤트를 준비했어요!🙋[#EVENT]골목기행 1편에 소개된 ‘선영이네’ 식당 방문 후 인스타그램에아래 필수 해시태그와 함께 인증샷을 올려주세요!📸👉필수 해시태그:#하나금융그룹 #하나TV골목기행 #선영이네선착순 50분께 선물을 쏩니다!! 🤗✔기간: 2021.04.08(목)~2021.04.21(수)✔발표: 2021.04.26(월) *본 게시물 댓글 및 DM 발표✔경품: 스타벅스 아이스 아메리카노 쿠폰(선착순 50명)#하나금융그룹 #하나TV #골목기행 #하나TV골목기행 #선영이네 #돈쭐내러갑시다#골목상권살리기 #선영아사랑해 #낙지 #다동 #무교동
376,#4월_팔로우이벤트🙋오늘부터 하나금융그룹 인스타그램 팔로우하고 무야호! 🤣아래 팔로우 이벤트에 참여하면추첨을 통해 선물을 드립니다🍗🍗Step.1 하나금융그룹 인스타그램 (@hanafn.official) 팔로우!Step.2 댓글에 #팔로우완료 남기기!💡 친구 태그하면 당첨 확률 UP!✔기간: 2021. 04.01(목)~2021. 04. 14(수)✔발표: 2021. 04. 16(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 교촌 허니콤보 웨지감자 세트 (5명)#하나금융그룹 #팔로우이벤트 #팔로우 #followevent #follow #event #이벤트
377,#4월_팔로우이벤트🙋오늘부터 하나금융그룹 인스타그램 팔로우하고 무야호! 🤣아래 팔로우 이벤트에 참여하면추첨을 통해 선물을 드립니다🍗🍗Step.1 하나금융그룹 인스타그램 (@hanafn.official) 팔로우!Step.2 댓글에 #팔로우완료 남기기!💡 친구 태그하면 당첨 확률 UP!✔기간: 2021. 04.01(목)~2021. 04. 14(수)✔발표: 2021. 04. 16(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 교촌 허니콤보 웨지감자 세트 (5명)#하나금융그룹 #팔로우이벤트 #팔로우 #followevent #follow #event #이벤트
378,#4월_팔로우이벤트🙋오늘부터 하나금융그룹 인스타그램 팔로우하고 무야호! 🤣아래 팔로우 이벤트에 참여하면추첨을 통해 선물을 드립니다🍗🍗Step.1 하나금융그룹 인스타그램 (@hanafn.official) 팔로우!Step.2 댓글에 #팔로우완료 남기기!💡 친구 태그하면 당첨 확률 UP!✔기간: 2021. 04. 01(목)~2021. 04. 14(수)✔발표: 2021. 04. 16(금) *본 게시물 댓글 및 개별 DM 발표✔경품: 교촌 허니콤보 웨지감자 세트 (5명)#하나금융그룹 #팔로우이벤트 #팔로우 #followevent #follow #event #이벤트
379,"환경을 지키는 착한 텀블러,<선(善)블러캠페인> Golden Time!🌱나.. 텀블러로 이.것.까지 해봤다 손!🙋당신의 텀블러 활용 레벨은 몇인가요? 하나뿐인 지구를 위해 실천했던다양한 노력을 지금 바로 뽐내 보세요!🌳참여방법Step1. 텀블러 사용 실천 인증샷!Step2. 아래 필수 해시태그와 함께 본인 인스타그램 계정에 업로드! (전체공개 필수)* 필수 해시태그: #하나금융그룹 #하나용기내 #선블러캠페인* 캠페인에 참여하신 분들 중 추첨하여 텀블러를 드립니다.(더 많은 분들이 #善블러 에 함께할 수 있도록 텀블러를 선물하세요~)✔기간: 2021. 3. 15(월) ~ 2021. 4. 16(금)✔발표: 2021. 4. 22(목) *인스타그램 게시물 및 개별 DM✔경품: 스타벅스 텀블러(추첨 30명)오늘부터 하나금융그룹과 함께 선(善)블러 어때요?👉영상으로 확인하기: https://bit.ly/3vEIKEK (프로필 링크를 클릭하세요)#하나용기내챌린지 #ESG #제로웨이스트 #일회용기줄이기 #다회용기사용 #텀블러 #챌린지 #이벤트 #EVENT"
380,"#하나금융그룹 #하나용기내 #선블러캠페인환경을 지키는 착한 텀블러, <선(善)블러캠페인>에'차봤서영' 최서영님 도 동참해주셨습니다! 깨끗한 지구를 지키는 작은 실천에여러분도 함께해주세요 ଘ(੭*ˊᵕˋ)੭ #차봤서영 #최서영 #텀블러사용하고있서영#선블러캠페인함께했서영 #환경지키기 #ESG"
381,"환경을 지키는 착한 텀블러,<선(善)블러캠페인> 함께해요!!🌱⠀카페에 갈 때도 텀블러!외출할 때도 텀블러!회의할 때도 텀블러!⠀사소하지만 꾸준한 노력으로하나뿐인 우리의 지구를 지켜주세요!⠀🌳참여방법Step1. 텀블러 사용하는 모습 인증샷!Step2. 아래 필수 해시태그와 함께 본인 인스타그램 계정에 업로드! (전체공개 필수)* 필수 해시태그: #하나금융그룹 #하나용기내 #선블러캠페인⠀* 캠페인에 참여하신 분들 중 추첨하여 텀블러를 드립니다.(더 많은 분들이 #선블러 에 함께할 수 있도록 텀블러를 선물하세요~)⠀✔기간: 2021. 3. 15(월) ~ 2021. 4. 16(금)✔발표: 2021. 4. 22(목) *인스타그램 게시물 및 개별 DM✔경품: 스타벅스 텀블러(추첨 30명)⠀오늘부터 하나금융그룹과 함께 선(善)블러 어때요?👉영상으로 확인하기: https://bit.ly/3vEIKEK(프로필 링크를 클릭하세요)⠀#하나용기내챌린지 #ESG #제로웨이스트#일회용기줄이기 #다회용기사용 #텀블러 #챌린지 #이벤트 #EVENT"
382,"#하나금융그룹 #하나용기내 #선블러캠페인⠀환경을 지키는 착한 텀블러 <선(善)블러캠페인>에개그맨 #김해준 님도 함께해주셨어요!😍⠀""여러분도 모두 #善블러 사용하기로 약속!""⠀#카페사장 #최준 #커피한잔할래요#철이없었죠 #텀블러없이 #카페에들어갔다는것자체가#환경보호엔 #공격적인편 #하나캐피탈"
383,"⠀일회용기 사용을 줄이고 환경을 지키는착한 텀블러 <선블러캠페인> 🌏🌱⠀""오늘부터 하나금융그룹과 함께 #善블러 하세요!""⠀✔기간: 2021. 3. 15(월) ~ 2021. 4. 16(금)⠀#하나금융그룹​ #하나용기내​ #선블러캠페인 #ESG #일회용기줄이기"
384,#선블러캠페인 함께해요!🌱⠀환경을 사랑하는 마음가짐으로부터시작하는 제로 웨이스트(zero waste) 라이프!⠀생활 속 일회용 종이컵 쓰레기를 줄이고환경을 지키는 착한 텀블러 캠페인에 참여하세요.⠀🌳챌린지 참여방법Step.1 텀블러 사용하는 모습 인증샷!Step.2 필수 해시태그와 함께 본인 인스타그램 계정에 업로드! (전체공개 필수)- 필수 해시태그: #하나금융그룹 #하나용기내 #선블러캠페인- 참여하신 분들께는 추첨하여 텀블러 선물!⠀✔기간: 2021. 3. 15(월)~2021. 4. 16(금)✔발표: 2021. 4. 22(목) *인스타그램 및 개별 DM✔경품: 스타벅스 텀블러(추첨 30명)⠀오늘부터 하나금융그룹과 함께 善블러 어때요?👉영상으로 확인하기: https://youtu.be/0qLoLOPR998(프로필 링크를 클릭하세요)⠀#하나용기내챌린지 #ESG #제로웨이스트 #일회용기줄이기 #텀블러 #챌린지 #이벤트 #EVENT
385,"#선블러캠페인 Coming Soon🌱⠀우리나라 하루 일회용컵 사용 약 8천만 개,우리의 이로움이 누군가에겐 해로움이 될 수 있어요.⠀다 회 사용이 가능한 텀블러는지구를 위한 작은 습관이 된다는 사실 알고 계시나요?⠀하나금융그룹과 함께하는 #선블러캠페인,곧 시작합니다 ٩( ᐛ )و ⠀#하나금융그룹 #하나용기내 #선블러캠페인#ESG #제로웨이스트 #일회용기줄이기 #텀블러 #챌린지 #이벤트"
386,"#선블러캠페인 Coming Soon🌱⠀우리나라 하루 일회용컵 사용 약 8천만 개,우리의 이로움이 누군가에겐 해로움이 될 수 있어요.⠀다 회 사용이 가능한 텀블러는지구를 위한 작은 습관이 된다는 사실 알고 계시나요?⠀하나금융그룹과 함께하는 #선블러캠페인,곧 시작합니다 ٩( ᐛ )و ⠀#하나금융그룹 #하나용기내 #선블러캠페인#ESG #제로웨이스트 #일회용기줄이기 #텀블러 #챌린지 #이벤트"
387,"#선블러캠페인 Coming Soon🌱⠀우리나라 하루 일회용컵 사용 약 8천만 개,우리의 이로움이 누군가에겐 해로움이 될 수 있어요.⠀다 회 사용이 가능한 텀블러는지구를 위한 작은 습관이 된다는 사실 알고 계시나요?⠀하나금융그룹과 함께하는 #선블러캠페인,곧 시작합니다 ٩( ᐛ )و ⠀#하나금융그룹 #하나용기내 #선블러캠페인#ESG #제로웨이스트 #일회용기줄이기 #텀블러 #챌린지 #이벤트"
388,"#해시태그EVENT #이벤트환경을 지키는 생활 속 작은 실천!🌏[하나 Green Step5 캠페인]🌏✔️Step5 미션: ""대중교통 이용하기""온실가스 배출을 줄이고,환경을 지킬 수 있도록 여러분도 동참해주세요! 😊───────────────────💚 캠페인 기간: 2021. 1. 18(월) ~ 2. 19(금)───────────────────💚 참여방법  ① 5가지 스텝별 미션 참여하고 인증샷 찍기  ② 본인 인스타그램에 아래의 해시태그와 함께  인증샷 업로드 #하나은행 #하나ESG캠페인 #하나그린스텝5 #하나미션클리어#EVENT👉캠페인 기간 동안 5가지 스텝에 모두 참여하고인증샷을 남긴 10분을 추첨해 피자 쿠폰 선물!(게시물 전체공개 필수)* 당첨자발표: 2021. 2. 24(수)Step1: 절전모드 전환하기Step2: 개인컵&텀블러 사용하기Step3: 계단이용하기Step4: 음식 남기지 않기Step5: 대중교통 이용하기 #하나은행과함께 #환경을지켜요!#ESG경영실천 #하나GreenStep5 #하나금융그룹"
389,"환경을 지키는 생활 속 작은 실천!🌏[하나 Green Step5 캠페인]🌏✔️Step3 미션:  계단 이용하기엘리베이터 대신 계단 이용으로이산화탄소 배출을 줄이는데 동참해주세요! (2/1~2/7) 😊───────────────────💚 캠페인 기간: 2021. 1. 18(월) ~ 2. 19(금)───────────────────💚 참여방법  ① 5가지 스텝별 미션 참여하고 인증샷 찍기  ② 본인 인스타그램에 아래의 해시태그와 함께  인증샷 업로드 #하나은행 #하나ESG캠페인 #하나그린스텝5 #하나미션클리어여러분의 작은 실천이 모이면환경을 지키는 큰 힘이 됩니다. 함께해요, 지금부터! #하나은행과함께 #환경을지켜요!#ESG경영실천 #하나GreenStep5#계단이용하기 #하나금융그룹"
390,"국내 연간 일회용컵 사용량은 260억개.국민 1인 평균 하루 1.4개 사용.일회용컵 재활용율은 5% 미만..이라고 합니다.환경을 지키는 생활 속 작은 실천🌏[하나 Green Step5 캠페인]🌏이번주는 일회용컵과 플라스틱을 줄이는 '개인컵&텀블러 사용하기'두번째 Step에 도전해볼까요??! (1/25~29) 😊───────────────────💚 전체캠페인 기간: ‘21.1.18(월) ~ '21.2.19(금)───────────────────💚 참여방법  ① 5가지 스텝별 미션 참여하고 인증샷 찍기  ② 본인 인스타그램에 아래의 해시태그와 함께  인증샷 업로드 #하나은행 #하나ESG캠페인 #하나그린스텝5 #하나미션클리어지구가 건강해질 수 있도록 작은 습관 실천하고, 실천 인증샷을 공유해주세요~#하나은행과함께 #환경을지켜요!#ESG경영실천 #하나GreenStep5#플라스틱줄이기 #개인컵 #텀블러 #하나금융그룹"
391,"우리 아이들에게 주는 용돈! 어떻게 관리하라고 가르쳐야 할까요??그 방법이 궁금하다면,하나금융그룹 유튜브(하나TV)를 방문해보세요!(풀영상은 프로필 링크 클릭! 하나TV방문)#아이의용돈관리_이렇게_가르쳐주세요#우리아이_금융교육_어렵지않아요!"
392,하나은행과 함께하는 ESG 실천 [하나 Green Step5] 캠페인하나은행이 생활 속 작은 실천으로 환경을 지키는'하나그린스텝5' 캠페인을 진행합니다.누구나 쉽게 실천할 수 있는 5가지 미션에여러분도 해시태그로 함께해주세요! ──────────────────────💚캠페인 기간: ‘21.1.18(월) ~ '21.2.19(금)──────────────────────💚참여방법  ① 5가지 스텝별 미션 참여하고 인증샷 찍기  ② 본인 인스타그램에 아래의 해시태그와 함께 인증샷 업로드 #하나은행 #하나ESG캠페인 #하나그린스텝5 #하나미션클리어그럼 첫번째 Step!전력소비를 줄이는 '절전모드 전환하기' 도전~😊#하나은행과_함께 #환경을_지켜요!#환경을지키는_생활속다섯걸음#ESG #하나금융그룹
393,"<<하나금융그룹 줍깅챌린지 3차('21.1.4~'21.1.11) 참여 이벤트 당첨자 발표 >>참여해주신 모든 분들께 감사드립니다.당첨되신 분들께는 인스타그램 DM으로 쿠폰을 보내드릴 예정입니다.[일반인 참여 당첨자]- 스타벅스 아메리카노 1잔 @yoon.seul305@suarahiro@slow.onul@haenari6166@tglee5269@llaag5@dungdungi82@young_hee9406@kkang_crab@bbooooong_3@oossemble@oygh_k@ppppapppa@applecat84@trip_hee_gyeong@meeyous2@instazizibaek@gyenddl0316@fbiksy0211@chk4462@waniwani1984@wany1866[하나금융그룹 임직원 및 임직원 가족 참여 당첨자]개별 DM 및 사내 게시판을 통해 발표하였습니다.* 당첨을 축하드리며, 줍깅이 생활화될 수 있도록 앞으로도 지속적인 관심과 참여 부탁드립니다.감사합니다! :)"
394,"2020모두하나데이 착한소비챌린지 참여인증샷 이벤트 당첨자를 발표합니다! 착한소비챌린지는 1,700 여명의 분들이 펀딩에 참여하며사회적기업을 응원해주셨습니다. 감사드립니다 :) ~1/11일까지 인스타그램을 통해참여 인증샷을 올려주신 분들께커피 쿠폰을 선물합니다. [스타벅스 아메리카노 1매]@hungry_piao@youngdo00@bcool.99@mint_727_@ludi_hong@ihoyeong91@josephsun03@dy_hanalife@gagamel9401@wineholicpsi@with_csr@baeksuehong@neat.clean00@titleist_mania@95min2@stella_y_ha@hannah.jjang@ddung.0321pyo_g0ing"
