,content
127,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
128,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
129,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
130,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
131,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
132,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
133,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
134,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
135,🎉 2023 입크 페-스티벌!⠀🔈속보) 9월 16일 수원에서전국 힙쟁이들 다 모일 예정!!!⠀크으~ 이런거 본 적 있어?은행도 힙하면 왜 안돼? 🤟🏻✨Hip~ Bank! IBK!⠀✔입- 장할 때부터✔크- 소리 밖에 안 나오는#2023입크페스티벌 🎵⠀궁금하면 지금 바로 IBK(입크)해!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #MZ #MZ놀이터
136,#천우테크 #창립기념일케이크#기업은행 세번째 주문제작  지난번에는 3호사이즈(세번째사진) 이번엔 4호사이즈로 주문해 주셨어요.#기업케이크 #기업로고케이크.....#부산창립기념일케이크 #부산기업로고케이크 #부산주문제작케이크 #부산레터링케이크주문 #부산케이크주문 #부산기념일케이크만들기 #부산기념일케이크주문 #부산케이크만들기 #동래케이크 #온천장케이크 #부산대케이크 #앙꼬빈
137,날씨가 참...더 보기
138,"🍯 이라 불리는 ""부업""본업+부업 두마리 토끼 동시잡기! 🐰📣능력맘이랑 함께하는  명품📣면세. 명품  가격차이로 수익챙기기📣초특가&빅세일&땡처리상품 모두낚기:)업무내용:쇼핑몰알바 근무시간:조율가능급여:당일결제 , 일급15만원~80만원+단순업무이며 초보자분들도 부담없이 작업 하실수 있습니다.상품주문서 작성하고 주문확인하면 되는 업무에요 -부담없이pc나 폰으로 작업가능해요~많은 지원과 문의 부탁드립니당~가입비X지원방법: 온라인 지원문의(오픈채팅으로 문의주세요)#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국"
139,오늘두 화이팅💝
140,#기업은행 #감사패
141,#230730 #구미 #코보컵 #도드람컵 #kovo #프로배구 #여자배구 #기업은행 #IBK #IBKALTOS #IBK기업은행 #기업은행알토스배구단 #셧아웃승
142,신애랑 두번째 서울여행기💙#럽스타그램 #터프팅하다 #팔빠질뻔 #무더위에는 #더현대서울 #빵빵이 #생일파티 #초대못받음 #농협은행 #기업은행
143,"🍯 이라 불리는 ""부업""본업+부업 두마리 토끼 동시잡기! 🐰📣능력맘이랑 함께하는  명품📣면세. 명품  가격차이로 수익챙기기📣초특가&빅세일&땡처리상품 모두낚기:)업무내용:쇼핑몰알바 근무시간:조율가능급여:당일결제 , 일급15만원~80만원+단순업무이며 초보자분들도 부담없이 작업 하실수 있습니다.상품주문서 작성하고 주문확인하면 되는 업무에요 -부담없이pc나 폰으로 작업가능해요~많은 지원과 문의 부탁드립니당~가입비X지원방법: 온라인 지원문의(오픈채팅으로 문의주세요)#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국"
144,예쁘고 맛있고 😋🫶🏻🥩🍈🧁🍹🍣
145,리엘옷이 전부 여리여리한 느낌이라사려했던거 이번에 다 입어보구 왔는데양손쇼핑백에 가득 담고왔다는 .. 우리 취향저격 🤍
146,"🍯 이라 불리는 ""부업""본업+부업 두마리 토끼 동시잡기! 🐰📣능력맘이랑 함께하는  명품📣면세. 명품  가격차이로 수익챙기기📣초특가&빅세일&땡처리상품 모두낚기:)업무내용:쇼핑몰알바 근무시간:조율가능급여:당일결제 , 일급15만원~80만원+단순업무이며 초보자분들도 부담없이 작업 하실수 있습니다.상품주문서 작성하고 주문확인하면 되는 업무에요 -부담없이pc나 폰으로 작업가능해요~많은 지원과 문의 부탁드립니당~가입비X지원방법: 온라인 지원문의(오픈채팅으로 문의주세요)#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국"
147,💙대한민국 성인들의 놀이터 1위♂️개인만남:연상/동성/연하등 각종 데이트♀️♀️비실명 실시간 데이트 ♂️♂️여성 타이핑부업♂️🌐각종 성인취향에 맞는 실시간 놀이☘️각종 성인용품도 판매 👍📮성인을 위한 콘텐츠📮#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국
148,고객님들의 감사하다는 한마디가나를 더 힘나게 슈퍼우먼으로 만든다💪 #nh농협은행 #우리은행 #우리은행위비 #기업은행 #ibk기업은행 #하나은행 #ked하나은행
149,23년 7월27일 관심종목기업은행은행주 증권주들이 대부분 차트를 예쁘게 만들어 가고 있습니다그중에 하나 기업은행 단기 박스권 돌파 시도 중박스권 돌파 하면 전고까지는 목표로돌파 못하면 눌렸을때 매수 하는 전략이번 하락장 공포에 손절 하신분 없지요? 공포에는 매수 관점 저도 몇 종목 추매 들어갔는데 결과가 어떨지는??주식은 심리와 대응 그리고 비중관리차트 공부 하기#기업은행#차트매매#차트공부#주식공부#주식스터디#직장인#직장인매매법#관심종목#주식#주식스타그램#은행주#증권주#분할매수#분할매도#시나리오매매#계획적인매매#요즘#요즘주식#공포#손절#추매
150,"🌼🏹👼🏻,,<3"
151,🧡
152,#IBK&GMoMA YOUNG ARTISTS 2023#오가영 개인전#기업은행 본점
153,소중한 내 가족을 위한 재💲테💲크 성인이라면  모두 가능한 부업단 한번 뿐인 인생 돈 없어 불편하고 힘든 인생을 살다 갈순없죠....한번의 투자로 인생이 바뀝니다믿음과 신뢰 그리고 신용 보장합니다하고자 하는 마음만 있으시다면오픈톡으로 문의☎주시면 바로 상담 가능합니다
154,폼 미쳤따 🫶🏻⠀#데일리네일#전주#ootd#전주네일#효자동네일#전주대네일#네일스타그램#젤네일#네일#패디큐어#네일디자인#전주당일예약네일#전주신시가지네일#농협은행#기업은행#이쁘고귀여운거다해💙
155,인턴 모드 ON 💼이 세상 모든 직장인분들과 행원분들을 존중하고 사랑하고(?) 존경하고 리스펙합니다🫠주3일 출근이 적당함•••😩
156,"일상 곳곳이 #겹세권 수원 행궁동에서 산책 한바퀴! 한가롭게 거닐고 싶을 땐행리단길로 떠나볼까요?🚶‍♀️🚶‍♂️📍수원화성 (수원 장안구 영화동 320-2)야경 맛집 성곽길 코스📍브로콜리숲 (수원 팔달구 화서문로32번길 21-10 2F)감성 넘치는 골목 책방📍널담은공간 화홍문점 (수원 팔달구 정조로886번길 14 1F)편지를 보내주는 비건 카페🎁댓글 #이벤트① 채널 팔로우하고 게시물 좋아요 클릭② 내가 추천해주고 싶은 겹세권이 있다면? 댓글 남겨주세요!기간 : 23년 7월 26일 ~ 8월 1일발표 : 23년 8월 3일 / 댓글 및 개별 DM 발표경품 : 롯데리아 새우버거 세트 (3명)※ 비공개 계정, 팔로우 하지 않은 계정, 태그 없이 업로드 시 당첨에 제외될 수 있습니다. 당첨 메시지 받으신 후 일주일 이내에 개인정보 미회신 시 당첨에서 제외될 수 있습니다. 이벤트 및 상품은 사전 고지 없이 변경될 수 있습니다."
157,"#event #이벤트다들 어제 많이 킹받았구나 ㅋㅋ⠀그냥 하면 재미없잖아그래서 라인업으로 캐치마인드 해봄(사실 이거 하면서 좀 기뻤다... 월루 최고...)⠀내 #입크한 캐치마인드 실력 뽐냈지맞추기 어려울듯?!⠀댓글로 정답 맞히면 추첨을 통해입크 페스티벌 초대권 줄거야!⠀와! #입크 그자체 OO이 나오는페스티벌 티켓을 공짜로?이거 정말 혜자잖아! (부장님이 이렇게 쓰래)⠀힌트가 필요해?2,3,4번은... 인물과 관련된 유명한 짤! 솔직히 1번은 힌트 필요없지? (정답 다 줬다 정말!)⠀📌입크 라인업 캐치마인드 1기간: 7/26~7/30참여방법 : @ibk_festival 팔로우+댓글로 라인업 4명 정답 맞추기당첨자 발표 : 8/8(화) @ibk_festival 계정을 통해 발표경품:입크 페스티벌 초대권 5명 (1인 2매)⠀또 돌아올게!⠀#입크페스티벌 #입크 #IBK #기업은행 #페스티벌 #뮤직페스티벌 #힙합페스티벌 #축제 #MZ #캐치마인드 #라인업"
158,"금일 종목별 레포트입니다. 더 많은 종목은 카페에있어영!!▶️LS ELECTRIC(분기 최대 실적 재차 경신)- 2Q23 영업이익 1,049억원(YoY +74.6%)으로 컨센서스 상회- 전력인프라 수익성 개선과 신재생 부문의 적자폭 축소가 주요 원인- 북미 매출이 빠르게 증가, 하반기에는 국내 공기업향 물량 증가도 기대되고 있어 긍정적- 국내외 설비투자 사이클은 수주잔고 증가로 이어지는 중- 전력인프라 부문 수익성 개선을 감안하면 하반기 실적도 견조할 개연성이 충분한 상황- 하나증권 유재선/채운샘목표주가 150,000원 상향 현재주가 115,500원#기업은행#ISC#에이스토리#에스엠#SOIL#LSElectric#한국전력#에어부산#유니드#두산퓨얼셀"
159,그거 알아?사람을 화나게 하는 방법에는 여러 가지가 있는데첫 번째는 말을 하다 마는 것이고...📌IBK 입크 페스티벌-9/16 (토) 수원월드컵경기장 보조경기장-신청 : IBK기업은행 홈페이지에서 응모! (ibk.kr/입크페스티벌)-응모 기간 : 2023.8.1(화)~8.20(일)⠀입크 페스티벌 더 알고 싶다면?프로필 링크 클릭⠀많.관.부!
160,"_깔꼼🫧💙𝕤𝕨𝕖𝕖𝕥𝕞𝕖𝕦𝕡🎁택배로 받는 레터링케이크로 사랑을 전해보세요🏠☁️▪️놀러가는 숙소로 케이크를 보내세요멀리 이동하는 차 안, 많은 짐들 속에서 케이크 지켜!▪️멀리 사는 친구, 가족, 애인 그리고 은사님께도 케이크를 보내세요. 직접 만나지 않아도 내 마음을 전할 수 있어요☺️▪️기업이벤트, 답례품을 집으로 보내세요직접 디자인 한 케이크가 이벤트를 더욱 빛내줄거예요소중한 마음 듬뿍 담아 정성껏 제작해드립니다"
161,처음해본 오호라 셀프네일어려운것도 아닌데 피곤할때 하니붙이고 자르고 굽고 하니 좀 귀찮았지만나름 급할땐 쓸만함맨날 샵에서 아트하고 풀스톤하고 그러다훨씬 저렴한 요걸 하니 돈아낀 느낌 🙈칭찬해
162,2023. 07. 24. 월요일여름휴가 첫째날.☔️안온다. 동네순찰 >>ㅑ미루고미루던 은행업무~무조건 브로미와함께~업무톤 + 은행톤 점심은 관양시장간식들🤭..#학의천#인덕원#새마을금고#새마을금고동안지점#기업은행#기업은행평촌it지점 #관양시장#여름휴가 #여름휴가첫날#가민 #가민830 #GARMIN
163,"🍯 이라 불리는 ""부업""본업+부업 두마리 토끼 동시잡기! 🐰📣능력맘이랑 함께하는  명품📣면세. 명품  가격차이로 수익챙기기📣초특가&빅세일&땡처리상품 모두낚기:)업무내용:쇼핑몰알바 근무시간:조율가능급여:당일결제 , 일급15만원~80만원+단순업무이며 초보자분들도 부담없이 작업 하실수 있습니다.상품주문서 작성하고 주문확인하면 되는 업무에요 -부담없이pc나 폰으로 작업가능해요~많은 지원과 문의 부탁드립니당~가입비X지원방법: 온라인 지원문의(오픈채팅으로 문의주세요)#당감동#1등#화장품선물#셀프네일아트#잠실동#기업은행#전업주부#휴대폰케이스추천#일하기싫다#창업준비#여행토퍼#전리단길카페#맛팔#잘지내#소고기무국"
164,"23.07.24주식계좌 자산현황총 10,786만원-K올웨더 포트폴리오-배당주식 스윙전략(리얼티인컴)<미국증시 현황>지난주 금요일 미국3대지수 혼조마감했다.(다우+0.01%, 나스닥-0.22%, S&P500 +0.03%)미증시는 전일 하락에 따른 반발매수세가 유입되어 상츨출발했다. 다만, 여전히 이어지는 차익실현매물로 상승분을 바납하고 하락전환했다.특히, 옵션만기일을 맞아 [나스닥100 특별재조정]으로 인한 변동성을 보였다. 또한 금주 대형 기술주 실적발표와 FOMC 등 주요이슈를 기다리며 보합권을 유지했다.--<겨울잠 생각>금주 수요일 FOMC 회의가 진행될 예정이다. 25bp 금리인상이 점쳐진다. 이번 금리를 인상하면 약 17년만에 전고점을 돌파하는 상황이다.이제부터가 중요한 변곡점이 될지.. 향방을 잘 살펴봐야 한다. 이번주 수요일 FOMC회의 그리고 연준의장 발언 또 나아가 금요일 발표되는 PCE물가지표 등 인플레이션, 경제성장 관련 지표를 잘 봐야할것 같다.이를 확인하고 경제의 4계절 중 어느 국면으로 넘어갈지 또는 지속될지 확인하고 포지션을 수정하면 좋을것 같다. 사실 이럴땐 지수상품의 무지성 적립식 매수가 제일 맘 편한것 같다.*미국주식 투자자는 환율도 함께 고려해야 한다...........#금리 #금리인상 #국민은행 #한국은행 #하나은행 #기업은행 #신한은행 #자기계발 #자수성가 #배움"
165,"[IBK 기업은행 신입 행원 스피치] 최고로 활기 넘치는 기업은행 신입 행원. ‘우리가 바로 신입이다!‘라고 외치는 것 같은 열기였다. 십여년 간 강의하며 만난 신입 중 가장 에너지가 넘쳤다. 그들의 패기에 감복해 여기가 은행 창구였다면 바로 주거래 은행을 기업은행으로 갈아탔을 것이다.6주간 이어진 신입 행원들 연수에 스피치 수업을 하러 갔다. 빼곡한 일정에 새벽까지 잠을 못 잔 사람들이 많았다. 저녁 식사 후라 잠이 쏟아질 수 있는 상황. 그럼에도 신입 행원들은 전부 즐겁게 수업에 임했다. 큰 소리로 따라 읽고, 발표하고, 웃고, 응원하고. 나도 신나서 수업했다.신입, 좋은 시기다. 취업 문턱을 넘어 자신감과 열정이 가득한 동시에 사회라는 야생으로 던져지는 시기. 긴장과 열의의 연속. 그속에 불타는 동기애. 사이 좋은 신입 행원들을 보면서 내 동기들이 떠올랐다. 한 시절을 함께 버티고 살아남아 각자의 자리에서 수고하는 우리들. 응원을 보낸다.#흥버튼 #기업은행 #신입스피치 #말잘한다는소리를들으면소원이없겠다"
166,"미니하트답례떡#승진축하떡 를 위해 주문 주셨어요~쫀득쫀득말랑말랑한 미니하트설기♡작지만 찐 감동 ✨️주문 감사합니다 💕역삼동으로 퀵배송~🚙(12,000원)🔉문의/주문예약☎️ 010-8141-0826 / 카톡 loveis4707 ..#응원답례떡#인사이동#기업은행."
167,📅 2023 구미·도드람컵 프로배구대회 여자부 경기일정✔️ 조별리그 (B조)07.30(일) 16:00 vs 흥국생명08.01(화) 15:30 vs GS칼텍스08.03(목) 19:00 vs 촌부리✔️준결승 1경기08.04(금) 15:30 A조 1위 vs B조 2위✔️준결승 2경기08.04(금) 19:00 B조 1위 vs A조 2위✔️결승전08.05(토) 13:30 준결승 1경기 승리팀 vs 준결승 2경기 승리팀※중계 방송 관계로 인하여 시간 및 순서는 변경될 수 있습니다.#IBK #기업은행 #알토스티비 #경기일정 #KOVO #코보컵 #구미 #한국배구연맹 #V리그
168,다들 좋은 곳 가세유곧 따라가유 좋은 추억 감솨 ^^#기업은행 동수원
169,#기업은행#감사합니다저도 응원할게요💕간단한 디저트와 음료로 보내는응원선물! 이 구성도 제법 괜찮지요?🥰#고객님선택👍너무너무 바빴던 지난주 피드 숨좀 돌리고 하나씩~ 올려볼게요🙏구성선택에 참고해 보세용😆#구미단체주문 #구미디저트 #구미도시락 #구미단체간식 #구미회사간식 #구미행사간식
170,🍬
171,회원님의 동의를 받은 100프로 실제후기사진입니다진짜 고맙습니다 ^^* 저 믿고 기다려주시고 매번 예약뒤로밀려도 불평없이 하시는분들 다시한번 감사 드립니다연락주시는대로 늦어도 답변을 드릴테니 조금만 기다려주세요절망속에서도 희망을 잃치말라 희망만이 희망을 키웁니다불경기에도 돈은 살아서 숨쉰다 돈의 숨소리에 귀을 기울여주세요돌다리만 두드리지 말고 그사이에 남들은 결승점에 가있어요무엇보다 건강이 우선이니 전처럼 밝게 웃는날이 오지않을까 싶습니다 오늘하루 수고 많으셨습니다 ^^*
172,🌋🌋
173,소확행 ❤️❤️❤️
174,경주 간 이유! 불국사쪽 겹벚꽃 명소! 날씨가 흐려도 겹벚꽃은 너무 이쁘다🌸🌸
175,🔥
176,애나델비 안경이 너무 맘에 들어요!
177,#리그램 - @goodibk #EVENT 20만까지 영차영차💪🏻 팔로우 이벤트!다가오는 8월 첫째 날은 바로!IBK기업은행의 창립 62주년입니다🙌🏻🙌🏻#IBK #기업은행 #IBK기업은행#이제훈 #leejehoon
178,🖤 우리루비 #농협은행 #기업은행 🖤
179,"외할머니는 엄마가 어릴때 받은 용돈 전부 맡겨두라하고 감감무소식이였다고 한다,😭우리엄마는 믿어볼ㄹ까 ?!!! ･ᴗ･ #아기통장 #주택청약 #기업은행 #새마을금고 #적금"
180,"너무 잘벌죠?/ 하루 6.0.0 마넌 / 또 벌었어요..!!⠀이쯤되면 아실꺼에요이사람은 그저 평범해보이는데매달 꾸준히 잘버는 이유가 있을까?⠀이 사람도 하는데 나도 할수 있겠다느낌 오실꺼에요..!!⠀마자용~진짜 저도 하는거면 누구나 가능하고실패가 없는일이에요⠀얼마전에도 몇달 눈팅만 하다고용기내서 문의 주시고 바로 시작하신분이 계세요⠀이렇게 잼나는 일이였다면더 빨리 시작했을텐데, ,하고아쉬워 하더라구요⠀나쁜일,사기,다단계 절대 아니에요⠀그런일이라면저는 오랫동안 못했을꺼에요⠀제가 하는일은 / 심플해요 완전 /⠀제가 안내하는 방법대로만잘따라 오면 되고⠀쉽고,재미있게 돈버는 일이에요⠀저는 진짜 평범했던 아들맘이었고외벌이 남편에게 경제적으로 도움 주고 싶었고⠀하나뿐인 우리 아들에게 돈걱정 안하고좋은거 먹이고 입히고 싶었어요⠀근데 그때는 남편이 주는 생활비를쓰는게 왜이리 눈치가 보이고 답답했는지⠀적게 벌더라도 내가 벌어 내가 쓰는게훨씬 편하겠더라구요⠀그래서 제대로 알아보고 시작한 일이에요‘◡’⠀저는 이 일을 먼저 시작한 성공자로저의 성공노하우를 알려드리고 있어요다 만들어진 시스템이 있는거죠⠀그러니 저에게는 돈버는일이제일 쉬워요⠀좋은인연으로저랑 친해지고 싶으신분⠀상단링크 눌러주세요저 상담도 편하게 잘하기로 유명해요 ෆ#모던#제평#여은파#슈아멜#보타랩#하이클래스#아우라#가르시니아#디톡스#콜라겐#하나은행#국민은행#신한은행#신협#농협은행#기업은행#씨티은행#우리은행"
181,"#EVENT 20만까지 영차영차💪🏻 팔로우 이벤트!다가오는 8월 첫째 날은 바로!IBK기업은행의 창립 62주년입니다🙌🏻🙌🏻🔥뜨거운 열정과 진심🔥을 담은 축하 또는 응원 댓글을재미있게 달아주신 분들 중 추첨을 통해 선물을 드립니다😀📍 참여 방법☝IBK기업은행 채널 팔로우는 필수!✌IBK기업은행 응원 댓글 남기기( 함께 팔로우 할 친구 태그하면 당첨 확률 UP! )　　기간 : 2023. 7. 21(금) ~ 7. 27(목)발표 : 2023. 8.1 (화)경품 :- 신세계상품권 1만원권 (5명)- 스타벅스 아메리카노 T (10명)　※ 비공개 계정, 팔로우 하지 않은 계정은 당첨에 제외될 수 있습니다. 당첨 메시지 받으신 후 일주일 이내에 개인정보 미회신 시 당첨에서 제외될 수 있습니다. 이벤트 및 상품은 사전 고지 없이 변경될 수 있습니다.​"
182,캐리커처단체주문#캐리커쳐단체 #캐리커처이벤트 #퇴임선물 #기념선물 #추억록 #기업은행 #4절 #드로잉 #스케치 #아트 #caricature #art #portait #아트마을 #꼬망스망 #drawing #캘리그라피
183,"#영전꽃바구니배달 꽃,U(010-8603-7773)#기업은행#고덕점 #평택 #평택꽃바구니#평택꽃배달 #평택꽃바구니배달#평택꽃주문 #평택꽃예약"
184,❤️
185,❤️
186,.IBK은행 지점장님 앞으로 배송..✅️ 구미시 구미중앙로 34✅️ 무료주차 (안전주차장)✅️ 09:00~19:00 연중무휴✅️ 생화 조화 드라이플라워 프리저브드 ✅️ 소품 식물 화분 수업 부케 기업행사 웨딩 ✅️ 0507 1330 6599 ✅️ 카톡 qw6816..#구미꽃배달 #구미꽃집 #해바라기#구미꽃바구니 #구미역꽃집#꽃바람이분다 #꽃바람후기리뷰#기업은행 #구미해바라기 #구미
187,ㅎㅎ
188,사랑하는친구랑
189,🏦 출금하다가 비밀번호 변경 너무 귀찮다구...👩🏻‍💼👨🏻‍💼👩🏻‍💻👨🏻‍💻#서뱅크 #사람들이잘모르는은행이야기 #은행원-#출금할땐출금만하고싶다 #1손님1업무요망#출금하다비밀번호모르고비밀번호바꾸려면신분증없고#비밀번호모르고신분증없으면결국손님혼자짜증내고#무힌반복-#농협 #신한은행 #우리은행 #국민은행 #대구은행 #기업은행#새마을금고 #우체국 #하나은행 #신협 #산업은행 #경남은행#전북은행 #수협 #부산은행 #제주은행 #광주은행
190,-에이치투씨컴퍼니2-Label Design Company 조달청 나라장터 등록 업체대한민국 최초의 라벨 브랜딩 마케팅 컴퍼니#에이치투씨컴퍼니2#헬로우비#디자인생수#라벨디자인#생수라벨#홍보#행사#이벤트#디자인생수제작#마케팅#맞춤생수#서울#홍대#일상#팔로우#특별한생수#커스텀#박람회#증정용#판촉용#세미나#콘서트#팬클럽#광고#맞팔#IBK#기업은행#은행
191,🥭🧡
192,너무맛있어보여구매했어요😍
193,#첫줄#보이스피싱#범죄#소탕#칭찬해#ootd#일상#사커맘#daily#기업은행#IBK#의왕존경하고 배울점 많은 예성이엄마💙수고 했어요~대단해요~^^V범죄를 막아서 짱 멋지다~예성이가 아주 많이 자랑스러워하내요~#신고#112#보이스#좋아요#엄마는강하다#경찰
194,"#банкIBK #기업은행 #открытиебанковскогосчёта #жизньвКорее📣 Информация!!! Которая может помочь тем кто только прилетает в Корею.Добрый день🤗🤗🤗🤗 К сожалению с каждым годом открытие банковского счёта в Корее становится сложнее , вводятся новые правила и требования. Опишу правила на сегодняшний день в банке IBK -기업은행1. С момента влёта должно прийти 183 дня.Предоставить справку 출입국사실증명서 её можно взять в эмигрешке или тонсамусо (동사무소).2. Иметь при себе айди карту.3. Паспорт4. Справку с места работы(재직증명서)  *Дневной лимит для снятия наличных в день  через банкомат 300.000 вон.*Отправка на другой счёт 300.000 вон.* снятие наличных через оператора в банке 1.000.000Для снятия ограничений  лимита необходимо. 1. Быть официально устороенным и отчислялись 4 большие соц. страховки (4대보험)Для это надо предоставить справку с медицинского государственного страхования 건강보험자격득실확인서В справке вписано слово 직장가입자, что подтверждает о официальном устройстве.   2. После открытия счета поступление зарплаты не  меньше  3х месяцев и справку с места работы 재직증명서."
195,"#EVENT세상을 바꾸는 혁신기업 프로젝트👨‍🍳밸리스(@ballys_official) 서정남 대표　　✔ IBK창공 마포5기 선정✔ 생태계 교란종 배스로 반려동물 제품 개발✔ 수익금으로 유기동물 보호 사업 진행건강한 반려동물 간식을 찾는다면NO 첨가물! 친환경 간식! 🐶😺밸리스에서 반려동물과 함께 더 건강하게🎁댓글 #이벤트① 채널 팔로우하고 게시물 좋아요 클릭② 밸리스를 응원하는 마음, 이모지로 표현해 주세요!(친구에게 밸리스를 추천하면 당첨확률 UP! )📍기간 : 23년 7월 18일 ~ 7월 25일📍발표 : 23년 7월 28일 (개별 DM 발표)📍경품 : 밸리스 강아지 머핀 믹스 (5명)IBK기업은행이 혁신기업을 응원합니다💙#IBK #기업은행 #IBK기업은행 #IBK창공 #창공 #스타트업 #밸리스 #반려동물 #강아지간식 #고양이간식 #이벤트 #친환경간식"
196,매일 좋은 일이 생겨요💕
197,꼬마애인들 옷쇼핑 🤎
198,#LED속눈썹연장#보령속눈썹#대천속눈썹#보령속LED눈썹연장#대천LED속눈썹연장#보령2D#보령3D#대천2D#대천3D#보령속눈썹펌##대천속눈썹펌#보령노글루펌#대천노글루펌#보령시#보령#대천#동대동010-9230-2787 #대천중#기업은행#정은아파트#SK아파트#오늘The예쁨#오늘더예쁨
